property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,smart world orchard,sector 61,1.57,13652.0,2,2,2,3.0,New Property,1150.0,1,0,0,0,1,1,71
flat,global hill view,sector 11,0.36,5150.0,2,2,0,15.0,Relatively New,699.0,0,0,0,0,0,0,0
house,sector huda,sector 57,3.8,26151.0,8,8,3+,4.0,Relatively New,1453.1265,0,1,1,0,0,0,94
flat,sapphire eighty three,sector 83,0.65,9286.0,1,1,0,6.0,Relatively New,700.0,0,0,0,0,0,1,0
house,dlf city plots phase,sector 28,9.54,29445.0,6,5,3+,3.0,New Property,3240.0,0,1,1,1,1,1,153
flat,pareena laxmi apartments,sector 99a,0.32,5517.0,2,2,1,2.0,New Property,577.0,0,0,0,0,0,0,43
flat,tulip violet,sector 69,1.68,10072.0,3,3,2,0.0,Relatively New,1509.0,0,0,0,0,0,1,157
flat,capital residences,sector 70a,1.69,8553.0,3,3,3+,8.0,New Property,1900.0,0,0,0,1,0,1,165
house,independent,sector 31,9.25,38710.0,12,12,3+,4.0,New Property,2389.5858,1,0,1,1,0,2,49
flat,experion heartsong,dwarka expressway,1.08,6150.0,3,3,0,2.0,Under Construction,1758.0,0,0,0,0,0,1,0
flat,ss the leaf,sector 85,2.15,10925.0,4,5,3+,6.0,Relatively New,2365.0,0,0,0,1,0,1,156
flat,mm woodshire,sector 107,1.02,6649.0,2,2,3,6.0,Relatively New,1388.0,0,0,0,0,1,1,112
flat,chintels paradiso,sector 109,2.0,7605.0,4,4,2,11.0,Relatively New,2380.0,0,0,1,1,0,1,64
flat,bestech park view spa next,sector 67,2.72,11574.0,4,4,3+,0.0,Relatively New,2250.0,0,0,1,1,0,0,128
house,independent,sector 5,3.75,11025.0,5,5,3+,3.0,Relatively New,3400.0,0,0,0,0,0,1,0
flat,orchid petals,sector 49,4.52,10984.0,5,5,3+,14.0,Moderately Old,3723.0,0,0,1,1,1,0,49
flat,vatika emilia floors,sector 83,0.65,6190.0,2,2,2,1.0,Relatively New,950.0,0,0,0,0,0,0,174
flat,elan the presidential,sector 106,3.9,15918.0,3,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,1,66
flat,ramprastha the edge towers,sector 37d,0.98,5537.0,3,3,3+,5.0,Relatively New,1675.0,0,0,1,0,0,0,174
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Relatively New,1186.0,0,0,0,1,1,0,45
house,independent,sector 17,3.0,11104.0,4,4,0,1.0,Moderately Old,3000.0,0,0,0,0,0,0,0
flat,bestech park view residency,sector 2,1.26,8051.0,2,2,3,7.0,Moderately Old,1416.0,0,0,0,0,1,1,84
flat,dlf park place,sector 54,5.75,24689.0,3,4,3,12.0,Relatively New,2329.0,0,0,0,1,0,2,174
flat,signature global solera,sector 107,0.25,7862.0,1,1,0,0.0,Relatively New,318.0,0,0,0,0,0,0,55
flat,pareena laxmi apartments,sector 99a,0.3,5425.0,2,1,2,5.0,New Property,511.0,0,0,0,0,0,0,66
house,independent,sector 36,0.66,8068.0,2,2,3,4.0,New Property,823.0,0,0,0,0,0,0,0
flat,adani mk oyster grande,sector 102,2.6,10008.0,3,3,3,2.0,Relatively New,2351.0,0,1,0,1,1,1,118
flat,dlf regal gardens,sector 90,1.29,8377.0,3,3,3,7.0,Relatively New,1540.0,0,0,0,0,1,0,174
flat,birla navya,sector 63a,2.2,17488.0,2,3,3+,4.0,Relatively New,997.0,0,0,0,0,0,0,60
flat,"new colony, gurgaon",sector 7,0.8,8097.0,3,2,1,4.0,Relatively New,1100.0,0,0,0,0,0,0,69
house,emaar mgf marbella,sector 66,8.8,36661.0,4,4,3+,3.0,Relatively New,2400.3497,0,1,1,1,0,1,107
flat,mm skywalk,sector 74,2.45,12141.0,3,3,3+,25.0,Relatively New,1800.0,0,0,0,0,1,0,137
flat,signature global city,sector 37d,0.68,11724.0,2,2,3,9.0,New Property,644.0,1,0,0,0,0,0,58
house,house number b-,sector 5,0.8,8848.0,2,2,1,1.0,Old Property,900.0,0,0,0,0,0,1,0
flat,la vida by tata housing,sector 113,2.85,12855.0,3,3,3+,10.0,New Property,2006.0,0,0,0,1,0,0,72
flat,parsvnath green ville,sector 48,3.3,9985.0,5,5,3+,4.0,Old Property,3305.0,0,0,0,1,0,0,71
flat,shree kirpalu gi sector,sector 52,1.45,7632.0,3,3,3+,7.0,Relatively New,1800.0,1,0,0,0,0,0,108
flat,sare crescent parc,sector 92,0.87,4971.0,4,4,2,2.0,Moderately Old,1583.0,0,1,0,0,0,2,115
flat,apna enclave,sector 3,0.55,5789.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,1,66
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,3,3,3,9.0,Relatively New,1852.0,0,0,0,0,0,1,72
house,independent,sector 2,4.99,20513.0,4,4,3+,3.0,Moderately Old,2430.0,0,1,1,1,0,1,43
flat,central park flower valley,sector 33,2.2,10476.0,3,3,3,12.0,New Property,1900.0,0,0,0,1,0,0,49
flat,sare green parc,sector 92,1.07,5245.0,4,3,3,10.0,Under Construction,2040.0,0,0,0,1,1,0,86
flat,umang winter hills,sector 77,1.05,5763.0,3,3,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,49
house,vipul tatvam villa,sector 48,8.2,25309.0,3,3,2,2.0,Moderately Old,3240.0,0,0,1,1,1,2,160
flat,supertech hues,sector 68,0.9,7627.0,2,2,2,1.0,New Property,1311.0,0,0,0,0,0,1,44
flat,aardhya homesh,sector 67a,1.85,8043.0,4,4,0,4.0,New Property,2556.0,0,0,0,0,0,1,0
flat,dlf regency park,sector 28,1.6,14545.0,2,2,2,3.0,Relatively New,1222.0,0,0,0,0,0,1,52
house,independent,sector 103,2.25,6373.0,3,5,3+,10.0,Relatively New,3534.0,0,0,0,0,0,0,0
flat,avl gurgaon,sector 36a,0.5,8333.0,1,1,1,5.0,Relatively New,600.0,0,0,0,0,0,0,0
flat,breez global heights,sohna road,0.28,7143.0,1,1,1,4.0,New Property,443.0,0,0,0,0,0,2,26
house,international city by sobha phase,sector 109,6.15,25281.0,5,5,3+,3.0,Relatively New,2432.6414,0,1,1,1,0,0,130
house,sector rwa,sector 14,6.5,20610.0,4,4,3+,2.0,Moderately Old,3150.0,0,0,0,0,0,1,0
flat,bptp terra,sector 37d,1.65,7531.0,4,3,3+,6.0,Relatively New,2091.0,0,0,0,0,0,0,149
flat,aipl the peaceful homes,sector 70a,2.8,11915.0,3,4,3,22.0,Relatively New,2350.0,0,0,0,1,0,1,49
flat,conscient heritage max,sector 102,2.1,9772.0,3,4,3+,10.0,Relatively New,1944.0,0,0,0,1,1,1,53
flat,vatika city,sector 49,1.79,12786.0,3,3,3,9.0,Old Property,1556.0,0,0,0,1,0,0,38
flat,raheja sampada,sector 92,0.65,4745.0,3,2,3,6.0,Relatively New,1240.0,0,0,0,0,0,0,49
flat,sare petioles,sector 92,1.3,6373.0,4,4,0,7.0,Relatively New,2040.0,0,0,0,0,0,0,0
house,bhim garh kheri,sector 3,0.75,6392.0,4,2,2,2.0,Old Property,1170.0,0,0,0,0,0,1,16
house,independent,sector 39,7.0,10000.0,10,11,3+,4.0,Relatively New,7000.0,0,0,1,0,0,2,38
house,independent,sohna road,1.5,14220.0,2,3,2,1.0,New Property,1053.0,0,0,1,0,1,0,69
house,"nirmal enclave, maruti kunj road",sector 11,0.24,593.0,2,2,0,2.0,Relatively New,4050.0,0,0,0,0,0,1,0
flat,mm heights,sector 65,2.1,16653.0,2,2,3,8.0,New Property,1015.0,0,0,0,0,0,1,31
flat,dlf regal gardens,sector 90,1.25,6460.0,3,3,3,10.0,Relatively New,1650.0,1,0,0,0,0,0,38
flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,3076.0,0,0,0,1,0,1,156
flat,parsvnath green ville,sector 48,1.75,7202.0,3,3,3,7.0,Old Property,2200.0,0,0,0,1,0,2,109
flat,signature global orchard avenue,sector 93,0.85,14238.0,2,2,0,10.0,Relatively New,597.0,0,0,0,0,0,1,0
flat,tarc maceo,sector 91,1.8,7759.0,3,3,3+,0.0,Relatively New,2578.0,0,0,1,0,0,2,45
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,3+,9.0,Relatively New,1548.0,1,0,0,0,0,0,167
flat,pareena coban residences,sector 99a,1.6,8000.0,3,3,3,6.0,Under Construction,1810.0,0,0,0,0,0,1,0
flat,tulip violet,sector 69,1.46,9252.0,3,3,2,0.0,Relatively New,1428.0,0,0,1,0,0,0,174
flat,experion the heartsong,sector 108,1.6,7988.0,3,4,3+,3.0,Relatively New,1500.29,0,0,0,1,0,0,60
flat,eldeco accolade,sohna road,0.73,5753.0,2,2,3,9.0,Relatively New,1148.0,0,0,1,0,0,0,103
flat,tata primanti,sector 72,6.75,16875.0,4,4,3+,0.0,New Property,4000.0,0,0,0,1,0,0,174
flat,valley view estate,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2013.0,1,0,0,1,1,1,135
house,emaar the palm springs,sector 54,24.0,66667.0,5,5,2,1.0,Old Property,3600.0,0,0,1,1,1,0,122
flat,sare crescent parc,sector 92,0.71,4934.0,3,3,2,6.0,Relatively New,1596.0,0,0,0,0,0,1,37
flat,sbtl caladium,sector 109,1.6,6287.0,3,3,3,9.0,Relatively New,2303.0,0,0,0,1,0,1,75
flat,aipl zen residences,sector 70a,1.82,10997.0,3,3,3,12.0,Relatively New,1600.0,0,0,0,0,0,0,108
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3,3,3,1.0,Relatively New,1489.0,0,0,0,0,0,0,49
flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,2.0,Relatively New,1791.0,0,0,0,1,0,0,119
flat,ss the leaf,sector 85,1.93,8075.0,3,4,3,7.0,Relatively New,2400.0,0,0,0,1,0,1,174
flat,mvn athens,sohna road,0.25,5198.0,2,2,0,0.0,Relatively New,481.0,0,0,0,0,0,1,37
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,0,111
flat,sare green parc,sector 92,0.75,4744.0,3,3,3,2.0,Relatively New,1415.0,1,0,0,0,0,0,49
flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,2000.0,0,0,0,1,0,0,96
flat,bptp astaire gardens,sector 70a,1.7,8947.0,4,3,3,1.0,Relatively New,2111.0,0,0,0,0,0,0,49
flat,ashiana apartment,sector 23,0.16,2051.0,2,2,2,1.0,Moderately Old,706.0,0,0,0,0,0,1,0
house,independent,sector 2,0.7,7742.0,1,1,0,1.0,Moderately Old,900.0,0,0,0,0,0,1,0
house,independent,sector 2,19.5,27079.0,8,9,3+,2.0,New Property,7200.0,0,0,1,1,1,0,122
flat,elevate,sector 50,6.75,19882.0,4,4,0,10.0,Moderately Old,3395.0,0,0,0,0,0,1,0
flat,smart world orchard,sector 61,2.6,14723.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,1,47
flat,sare crescent parc,sector 92,0.7,5556.0,3,3,2,14.0,Under Construction,140.0,0,0,0,0,0,1,38
flat,dlf the skycourt,sector 86,1.35,6998.0,3,3,1,9.0,Relatively New,1745.0,0,0,0,0,0,1,119
flat,ireo skyon,sector 60,3.75,13393.0,4,4,3,12.0,Relatively New,2650.0,0,0,0,1,0,0,49
flat,ats tourmaline,sector 109,1.5,6977.0,3,4,3+,4.0,Relatively New,1797.0,0,0,0,1,0,1,39
flat,tulip violet,sector 69,1.72,8731.0,4,4,1,12.0,Relatively New,1782.0,0,0,0,0,0,1,86
house,independent,sector 2,6.0,24665.0,5,6,3+,3.0,Old Property,2430.0,1,0,1,0,1,0,43
flat,aipl the peaceful homes,sector 70a,2.5,11628.0,3,3,3+,15.0,Relatively New,1723.0,1,0,0,0,0,0,174
flat,vatika lifestyle homes,sector 83,1.04,5699.0,3,2,2,2.0,Moderately Old,1500.0,0,0,0,0,0,0,95
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,0,0,0,63
flat,hcbs sports ville,sohna road,0.32,6166.0,2,2,2,2.0,New Property,577.0,0,0,0,0,0,0,37
flat,paras irene,sector 70a,1.2,8451.0,2,2,3,6.0,Moderately Old,1285.0,0,0,0,0,0,1,42
flat,sbtl caladium,sector 109,1.8,7073.0,3,3,3+,10.0,Relatively New,2000.0,0,0,0,0,0,0,174
flat,paras dews,sector 106,1.35,8940.0,4,3,3,19.0,Old Property,1678.0,0,0,0,1,0,0,112
flat,indiabulls enigma,sector 110,3.79,9896.0,5,5,3,4.0,Relatively New,3465.0,1,0,0,1,0,1,125
flat,experion windchants,sector 112,2.5,12893.0,2,2,3,10.0,Relatively New,1939.03,0,0,1,0,1,0,174
flat,bhemerlei,sohna road,0.69,5100.0,2,2,2,3.0,Under Construction,1350.0,0,0,0,0,0,1,0
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2.0,Old Property,2556.0,0,1,1,0,1,2,71
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1832.0,0,0,0,1,0,0,28
flat,ss the coralwood,sector 84,1.05,6774.0,3,3,3,6.0,Relatively New,1610.0,1,0,0,0,0,0,129
house,independent,sector 5,3.5,14780.0,5,4,2,2.0,Old Property,2367.0,1,0,1,0,0,0,36
flat,emaar gurgaon greens,sector 102,1.49,9030.0,3,3,3,10.0,Relatively New,1315.0,0,0,0,0,0,0,159
house,ansals florence villa,sector 57,6.0,22208.0,4,5,2,2.0,Old Property,2700.0,0,0,1,1,0,0,20
flat,aipl the peaceful homes,sector 70a,2.4,11163.0,3,3,3,11.0,Relatively New,1945.0,0,0,0,1,0,1,108
flat,sare crescent parc,sector 92,0.8,6033.0,3,2,2,3.0,Relatively New,1473.0,0,0,0,0,0,1,15
flat,pareena mi casa,sector 68,1.85,9311.0,3,3,3+,13.0,Under Construction,1798.0,0,0,0,0,0,1,47
flat,elan mercado,sector 80,0.85,12409.0,1,1,1,15.0,Relatively New,761.0,0,0,0,0,0,1,60
flat,bestech altura,sector 79,1.9,9000.0,3,4,2,11.0,New Property,2389.0,0,0,0,1,0,1,49
flat,vatika sovereign next,sector 82a,3.85,7500.0,5,6,3+,6.0,New Property,5711.0,0,0,1,1,0,1,148
flat,signature global park,sohna road,0.75,6938.0,3,2,3+,4.0,New Property,1201.0,0,0,0,0,0,0,101
flat,ireo the grand arch,sector 58,3.8,17560.0,3,4,1,19.0,Moderately Old,2164.0,0,0,0,1,0,0,167
house,central park flower valley cerise floors,sector 33,1.35,11198.0,2,2,2,4.0,New Property,1210.0,0,0,0,0,1,2,107
house,landmark house,sector 43,2.75,25548.0,3,3,1,2.0,Moderately Old,1076.39,0,0,1,0,0,0,21
house,raj villas,sector 52,8.0,25540.0,6,5,3+,4.0,Moderately Old,3132.2949,0,0,0,0,0,1,0
house,independent,sector 13,4.5,9088.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,0,0,0
flat,la vida by tata housing,sector 113,2.48,12525.0,3,3,3+,8.0,New Property,1980.0,0,0,0,1,0,1,79
flat,ambience creacions,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,1200.0,1,0,0,0,0,2,112
flat,ireo uptown,sector 66,1.85,12568.0,2,3,3,16.0,Relatively New,1470.0,1,0,0,1,0,0,79
flat,dlf the primus,sector 82a,2.85,10936.0,4,4,3+,2.0,New Property,2179.0,0,0,0,1,0,2,174
flat,avl gurgaon,sector 36a,0.37,10541.0,1,1,1,3.0,Relatively New,318.0,0,0,0,0,0,0,88
flat,laxmi pareena,sector 99a,0.3,6667.0,2,1,0,12.0,New Property,500.0,0,0,0,0,0,1,0
flat,emaar digihomes,sector 62,4.0,14870.0,3,3,3,18.0,New Property,2342.0,0,0,0,1,0,0,38
flat,jmd gardens,sector 33,3.25,7509.0,4,4,3+,17.0,Old Property,4809.0,0,0,0,1,0,0,130
flat,godrej nature plus,sector 33,1.9,9850.0,3,3,3+,14.0,New Property,2143.0,0,0,0,1,0,0,96
flat,ss hibiscus,sector 50,6.0,12272.0,4,3,3,5.0,Moderately Old,3981.0,0,0,0,1,0,1,31
house,independent,sector 14,6.4,20293.0,6,6,3+,3.0,Old Property,3153.8227,1,0,0,0,0,0,35
house,dlf city plots phase,sector 24,5.0,34156.0,13,13,3+,4.0,New Property,1463.8904,0,0,1,0,0,2,91
flat,godrej nature plus,sector 33,1.07,7726.0,2,2,2,14.0,New Property,1253.0,0,0,0,0,0,1,68
flat,the close north,sector 50,2.75,11458.0,3,3,3,3.0,Moderately Old,2400.0,0,0,0,1,0,0,110
flat,bptp amstoria,sector 102,1.9,7600.0,3,3,3+,1.0,Relatively New,2500.0,0,0,0,1,0,1,174
flat,siddhartha apartment,sector 95,0.72,3664.0,3,3,2,4.0,Relatively New,1800.0,1,0,0,0,0,1,21
house,independent,sector 104,0.6,5114.0,7,3,1,2.0,Moderately Old,1170.0,0,0,0,0,0,0,0
house,uppal southend,sector 49,6.75,31995.0,12,12,3+,3.0,Moderately Old,2115.0,1,0,0,0,0,0,49
flat,hsiidc sidco aravali,manesar,0.81,3129.0,3,3,3+,2.0,Moderately Old,1900.0,0,0,0,1,0,0,74
flat,microtek greenburg,sector 86,1.65,8707.0,3,4,3,8.0,Relatively New,1715.0,0,0,0,1,0,1,124
flat,corona gracieux,sector 76,1.46,5499.0,4,6,3+,8.0,New Property,2398.0,0,0,0,1,0,0,58
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,Moderately Old,905.0,0,0,0,0,0,1,38
flat,ramsons kshitij,sector 95,0.28,3651.0,2,2,2,5.0,New Property,694.0,1,0,0,0,0,1,0
flat,prasha apartments,manesar,0.75,3308.0,3,3,3+,3.0,Moderately Old,1914.0,0,0,0,1,0,1,31
house,jacob pura,sector 12,0.35,9853.0,2,1,0,2.0,Old Property,360.0,0,0,0,0,0,1,0
flat,eldeco accolade,sohna road,0.87,5963.0,2,2,3+,10.0,Relatively New,1131.0,0,0,0,0,1,1,72
flat,ats tourmaline,sector 109,2.25,8704.0,3,4,3,14.0,Relatively New,2339.0,0,0,0,1,0,1,101
flat,signature global park,sohna road,0.54,6331.0,2,2,2,4.0,Relatively New,939.0,0,0,1,0,0,1,159
flat,sobha city,sector 108,2.6,15196.0,3,3,2,11.0,New Property,1711.0,0,0,0,0,0,0,49
flat,tulip violet,sector 69,1.51,9569.0,3,3,2,0.0,Relatively New,1325.0,0,0,1,0,0,2,165
flat,ss the leaf,sector 85,1.05,6162.0,2,2,3+,7.0,Relatively New,1512.0,0,1,0,0,0,1,144
flat,dlf the primus,sector 82a,1.87,10395.0,3,3,3,31.0,Moderately Old,1668.0,0,0,1,0,0,0,38
flat,rof aindependentda,sector 95,0.37,5745.0,3,2,1,6.0,Relatively New,716.0,0,0,1,0,0,0,72
flat,sare crescent parc,sector 92,0.8,4211.0,4,3,2,10.0,Relatively New,1719.0,1,0,0,0,0,0,37
flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6065.0,3,3,2,5.0,Moderately Old,1722.0,0,0,0,0,0,0,85
house,international city by sobha phase,sector 109,6.44,26473.0,4,5,3+,3.0,New Property,2430.0,0,1,1,1,1,1,138
flat,unitech vistas,sector 70,0.53,4801.0,2,2,2,9.0,Relatively New,991.0,1,0,0,0,0,1,24
flat,silverglades hightown residences,sector 43,4.2,19765.0,3,4,2,7.0,Old Property,2125.0,0,0,0,0,0,1,42
house,independent,sector 25,9.0,28537.0,10,10,3,3.0,Old Property,3159.0,0,0,1,0,0,0,64
flat,godrej air,sector 85,1.75,9589.0,3,3,2,27.0,Relatively New,1825.0,0,0,0,0,0,1,44
house,dlf city plots phase,sector 25,4.5,33445.0,5,3,2,3.0,Old Property,1345.4875,0,1,1,0,0,1,25
flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,14.0,Relatively New,2273.0,0,0,0,0,0,2,44
house,eros rosewood city,sector 49,3.75,22050.0,3,3,1,2.0,Old Property,1700.6962,0,0,1,0,0,0,6
flat,orris aster court,sector 85,0.9,5671.0,3,3,3,8.0,Relatively New,1436.0,0,0,0,0,0,0,49
flat,bestech park view residency,sector 2,0.98,6931.0,2,2,3,11.0,Moderately Old,1280.0,0,0,0,0,0,1,83
flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,10.0,Relatively New,590.0,0,0,0,0,0,0,23
house,greenopolis,sector 89,0.7,5375.0,2,2,2,14.0,New Property,1297.0,0,0,0,0,0,1,0
flat,ireo skyon,sector 60,3.6,12816.0,4,5,3,24.0,Relatively New,2604.0,0,0,0,1,0,0,49
flat,mm skywalk,sector 74,1.4,9831.0,2,2,2,17.0,New Property,1288.0,0,0,0,0,0,0,167
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1154.0,0,0,0,0,0,0,60
flat,ompee k s residency,sector 110,1.6,26936.0,2,2,2,1.0,Relatively New,73.0,0,0,0,0,0,0,0
house,unitech palms south city,sector 41,9.25,18500.0,9,9,3+,4.0,Moderately Old,5000.0,0,1,1,1,1,0,65
flat,bestech park view spa next,sector 67,2.35,12145.0,3,4,3+,14.0,Moderately Old,1751.0,0,0,0,1,0,0,156
flat,signature global city d ph,sector 37d,1.1,8148.0,3,3,1,2.0,Relatively New,1500.0,0,0,1,0,0,1,30
house,independent,sector 24,5.25,35863.0,4,4,3+,2.0,Relatively New,1463.8904,0,0,1,1,0,0,72
flat,mm golfestate,sector 65,5.4,18127.0,3,4,3,19.0,Moderately Old,2695.0,0,0,0,1,1,0,174
flat,sare green parc,sector 92,0.85,6538.0,3,2,2,20.0,Relatively New,1300.0,0,0,0,0,0,0,0
house,independent,sector 26,18.9,41806.0,6,8,2,3.0,Relatively New,4518.0,0,1,1,1,1,0,120
flat,dlf the ultima,sector 81,2.29,10926.0,3,4,3+,15.0,Relatively New,1900.0,0,0,0,1,0,2,103
flat,imperia the esfera,sector 37c,0.99,5455.0,3,4,3,9.0,Relatively New,1660.0,0,0,0,1,0,0,49
flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,New Property,950.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,0.88,7964.0,2,2,3,2.0,New Property,1228.0,0,0,0,0,1,0,44
flat,ambience creacions,sector 22,4.8,19200.0,4,6,3+,10.0,New Property,2778.0,0,0,1,1,0,2,49
flat,ats triumph,sector 104,1.85,8079.0,3,3,3+,24.0,Relatively New,2072.0,0,0,0,1,0,0,174
flat,pyramid urban homes,sector 86,0.44,7321.0,2,2,2,6.0,Relatively New,668.0,0,0,0,0,0,0,63
house,independent,sector 45,8.5,26235.0,5,4,2,1.0,Moderately Old,3240.0,0,0,1,1,0,0,49
flat,ardee city,sector 52,1.5,9146.0,4,4,3,3.0,Old Property,1484.0,0,0,0,0,0,1,65
flat,dlf park place,sector 54,4.85,25867.0,3,4,3+,25.0,Relatively New,1875.0,0,0,0,1,0,0,26
flat,signature global orchard avenue,sector 93,0.36,6716.0,2,2,2,6.0,Relatively New,604.0,0,0,0,0,0,0,16
flat,signature global city,sector 37d,0.8,8421.0,2,2,2,2.0,Relatively New,860.0,0,0,0,0,0,1,42
flat,antriksh heights,sector 84,0.94,6999.0,3,2,3+,10.0,New Property,1221.0,0,0,0,0,1,0,89
flat,paras dews,sector 106,0.87,7768.0,2,2,3+,1.0,New Property,1120.0,0,0,0,0,0,1,174
house,dlf city plots phase,sector 24,1.44,26756.0,4,2,2,1.0,Old Property,540.0,0,0,0,0,0,1,8
house,emaar mgf marbella,sector 66,8.7,38673.0,4,5,2,3.0,New Property,2249.6551,0,0,0,1,1,0,144
house,saksham welfare association,sector 22,4.7,19847.0,6,6,3+,2.0,Old Property,2368.058,0,1,1,0,0,0,106
flat,conscient heritage max,sector 102,2.65,10376.0,4,5,3+,17.0,Moderately Old,2311.0,0,0,0,1,0,1,125
flat,hcbs sports ville,sector 2,0.35,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,0,0,0,37
flat,eden landmark,manesar,0.5,3846.0,2,2,0,7.0,Under Construction,1300.0,0,0,0,0,0,1,0
flat,puri the aravallis,sector 61,3.87,17200.0,3,4,3+,21.0,New Property,2250.0,0,0,0,1,0,1,58
flat,raheja vanya,sector 99a,0.85,6789.0,2,2,2,3.0,New Property,1133.0,0,0,0,0,0,0,43
flat,sushant lok builder floors,sector 43,2.5,12920.0,3,3,2,2.0,New Property,195.0,0,0,0,0,0,1,0
flat,smart world gems,sector 89,0.9,8145.0,2,2,2,1.0,New Property,1105.0,0,0,0,0,0,0,45
flat,adani mk oyster grande,sector 102,1.9,9104.0,3,4,3,8.0,Relatively New,1709.0,0,0,0,1,0,1,165
flat,bhagwati sadan,sector 12,1.15,5750.0,3,4,2,2.0,Old Property,2000.0,1,0,0,1,1,0,28
house,independent,sector 25,8.0,8000.0,3,9,2,3.0,New Property,11111.0,0,0,0,0,0,0,0
flat,orris aster court premier,sector 85,1.5,5859.0,4,5,3+,6.0,New Property,2017.0,0,0,0,1,0,0,28
flat,mm woodshire,sector 107,1.45,6141.0,3,4,3+,7.0,Relatively New,1900.0,0,0,0,1,0,1,67
house,independent,sector 4,0.4,8848.0,1,1,0,1.0,Moderately Old,450.0,0,0,0,0,0,1,0
flat,signature global the millennia,sector 37d,0.55,9167.0,2,2,3,3.0,New Property,610.0,0,0,0,0,0,0,71
flat,indiabulls centrum park,sector 103,1.32,7788.0,3,3,3+,6.0,Relatively New,1300.0,0,0,0,0,1,1,49
house,dlf city plots,sector 26,19.0,42028.0,6,6,3,2.0,Relatively New,4518.0,0,0,0,1,1,0,121
flat,pyramid urban,sector 67a,0.56,7932.0,2,2,2,0.0,Relatively New,778.0,1,0,0,0,0,0,49
flat,godrej frontier,sector 80,1.1,5705.0,3,3,3,8.0,Moderately Old,1580.0,0,0,0,1,0,0,111
flat,saan verdante,sector 95,2.0,10178.0,3,4,3+,5.0,New Property,1964.0,0,0,0,1,0,1,49
flat,pareena mi casa,sector 68,1.9,9228.0,3,3,3+,1.0,Under Construction,2288.0,0,0,0,1,0,1,49
flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,5.0,Relatively New,1860.0,0,0,0,0,0,2,49
flat,ats kocoon,sector 109,1.6,9169.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,1,86
flat,trisara our homes,sohna road,0.4,4479.0,2,2,2,1.0,Relatively New,900.0,0,0,0,0,0,1,0
house,eros rosewood villas,sector 49,2.5,13158.0,3,3,2,2.0,Moderately Old,1900.0,0,1,1,0,0,1,59
house,independent,sector 39,15.0,33338.0,5,5,3+,4.0,Moderately Old,4500.0,0,0,0,1,0,0,27
flat,mm golfestate,sector 65,4.95,15906.0,3,3,3,10.0,Relatively New,2816.0,0,0,0,1,0,0,82
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3076.0,0,1,0,1,0,1,90
flat,cghs airport apartment,sector 47,1.65,7857.0,3,3,3,1.0,Old Property,1906.0,1,0,0,0,0,0,136
flat,signature global park,sector 36,0.72,6660.0,3,2,3,3.0,Under Construction,978.0,0,0,0,0,0,1,58
flat,residency grand,sector 52,5.0,9615.0,5,5,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,0,0
flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129.0,3,3,2,5.0,Moderately Old,1402.0,1,0,0,0,0,1,30
flat,mm sierra,sector 68,1.1,8987.0,2,2,3,1.0,Relatively New,1150.0,0,0,0,0,0,0,127
flat,sonata group housing gh,manesar,1.65,5893.0,4,3,3,8.0,New Property,3111.0,0,0,0,1,0,0,20
